관광지,url,촬영장소,검색 키워드
거제문화예술회관,http://tong.visitkorea.or.kr/cms2/website/65/1249065.jpg,경상남도 거제,"거제문화예술회관,문화시설"
거제어촌민속전시관,http://tong.visitkorea.or.kr/cms2/website/94/2440294.jpg,경상남도 거제시 일운면,"거제어촌민속전시관,경상남도 거제시,박물관"
거제요트학교,http://tong.visitkorea.or.kr/cms2/website/13/1249113.jpg,경상남도 거제,거제요트학교
거제조선해양전시관,http://tong.visitkorea.or.kr/cms2/website/79/2440479.jpg,경상남도 거제시 일운면,"거제조선해양전시관,경상남도 거제시,박물관"
거제학동몽돌해변,http://tong.visitkorea.or.kr/cms2/website/15/2463815.jpg,경상남도 거제시 동부면,"학동흑진주몽돌해변,경상남도 거제시,학동몽돌해변,2016 한류드라마촬영지 기획사진,함부로 애틋하게,바다,바닷가"
거창시장,http://tong.visitkorea.or.kr/cms2/website/74/980274.jpg,경상남도 거창군,"거창시장,재래시장,전통시장,쇼핑"
건계정,http://tong.visitkorea.or.kr/cms2/website/33/980433.jpg,경남 거창,"건계정,정자,누각,건계정계곡"
건국대학교,http://tong.visitkorea.or.kr/cms2/website/48/1473848.jpg,서울,"건국대학교,캠퍼스,안내도"
건국대학교 박물관,http://tong.visitkorea.or.kr/cms2/website/57/1472957.jpg,서울,"건국대학교 박물관,전시관"
검멀레해변,http://tong.visitkorea.or.kr/cms2/website/03/1805603.jpg,제주도 우도면,"제주도,우도,검멀레해수욕장"
검시실_소록도공원,http://tong.visitkorea.or.kr/cms2/website/76/1682476.jpg,전라남도 고흥,"소록도,섬,소록도공원,검시실,구 소록도갱생원"
게스트하우스 집,http://tong.visitkorea.or.kr/cms2/website/77/1804877.jpg,제주도,"제주도,게스트하우스 집,숙박시설,FIT"
겨울 기차여행,http://tong.visitkorea.or.kr/cms2/website/14/2761014.jpg,충청북도 충주시 동량면,"​2021 대한민국 관광공모전(사진),겨울 기차여행,충청북도 충주시,철도,철길,열차,눈,설경"
겨울눈꽃,http://tong.visitkorea.or.kr/cms2/website/32/2762032.jpg,강원도 평창군 대관령면,"2021 대한민국 관광공모전(스마트폰-겨울),겨울눈꽃,강원도 평창군,설경,하늘,나뭇가지"
겨울동화 속 동궁과 월지,http://tong.visitkorea.or.kr/cms2/website/05/2029105.jpg,경상북도 경주시,"2015 제43회 대한민국 관광사진 공모전,대상,겨울동화 속 동궁과 월지,경상북도,경주,동궁,월지,겨울,눈,야경,사적지,사적제18호,신라시대"
겨울에 핀 연등꽃,http://tong.visitkorea.or.kr/cms2/website/04/2762004.jpg,전라남도 화순군 화순읍,"2021 대한민국 관광공모전(스마트폰-겨울),겨울에 핀 연등꽃,전라남도 화순군,만연사,절,사찰,종교,불교,연등,눈,설경"
격포항,http://tong.visitkorea.or.kr/cms2/website/49/2522649.jpg,전라북도 부안군 변산면,"격포항,전라북도 부안군,항구,항만,어선,배,바다,닭이봉"
격포해변,http://tong.visitkorea.or.kr/cms2/website/02/2522702.jpg,전라북도 부안군 변산면,"격포해변,전라북도 부안군,격포해수욕장,바다,바닷가,해안,닭이봉"
견훤왕릉,http://tong.visitkorea.or.kr/cms2/website/69/1562669.jpg,충청남도 논산,"견훤왕릉,눈,나무,그림자"
결성농요농사박물관,http://tong.visitkorea.or.kr/cms2/website/65/1611865.jpg,충청남도 홍성,"결성농요농사박물관,전시관"
결성향교,http://tong.visitkorea.or.kr/cms2/website/84/1611884.jpg,충청남도 홍성,결성향교
경기도자박물관,http://tong.visitkorea.or.kr/cms2/website/20/1225320.jpg,경기도 광주,경기도자박물관
경기영어마을 파주캠프,http://tong.visitkorea.or.kr/cms2/website/68/1421468.jpg,경기도 파주,경기영어마을 파주캠프
경기전,http://tong.visitkorea.or.kr/cms2/website/68/2573668.jpg,전라북도 전주시 완산구,"경기전 전경,전라북도 전주시,사적 제339호,전주한옥마을,전주전경,드론촬영,드론사진,항공촬영,가을,단풍,추경,슬로시티"
경기평화센터,http://tong.visitkorea.or.kr/cms2/website/71/1736271.jpg,경기도 파주,"경기평화센터,전시관,임진각,DMZ 관광"
경남고성공룡세계엑스포,http://tong.visitkorea.or.kr/cms2/website/20/1171520.jpg,경상남도 고성,"경남고성공룡세계엑스포,박물관 외관,전경"
경남도청 단풍,http://tong.visitkorea.or.kr/cms2/website/50/2761950.jpeg,경상남도 창원시 의창구,"2021 대한민국 관광공모전(스마트폰-가을),경남도청 단풍,경상남도 창원시,추경"
경덕왕릉,http://tong.visitkorea.or.kr/cms2/website/64/2483364.jpg,경상북도 경주시 내남면,"경덕왕릉,경상북도 경주시,사적 제23호,묘,무덤,능"
경복궁,http://tong.visitkorea.or.kr/cms2/website/62/976762.jpg,서울,"경복궁,고궁,단청"
경복궁 겨울,http://tong.visitkorea.or.kr/cms2/website/41/976841.jpg,서울,"경복궁 설경,고궁,북악산"
경복궁 경회루,http://tong.visitkorea.or.kr/cms2/website/34/976534.jpg,서울 경복궁,"경복궁,고궁,고드름,경회루 "
경복궁 근정전,http://tong.visitkorea.or.kr/cms2/website/88/976788.jpg,서울 경복궁,"경복궁 설경,고궁,근정문,근정전,단청"
경복궁 꽃담,http://tong.visitkorea.or.kr/cms2/website/19/1002619.jpg,서울,"경복궁 자경전 꽃담 문양,고궁"
경복궁 봄,http://tong.visitkorea.or.kr/cms2/website/05/1806905.jpg,서울특별시,"경복궁,고궁,봄꽃"
경복궁 수문장교대식,http://tong.visitkorea.or.kr/cms2/website/21/976721.jpg,서울,"경복궁,고궁,근정문,수문장 교대식"
경복궁 잡상,http://tong.visitkorea.or.kr/cms2/website/05/974905.jpg,서울 경복궁,"경복궁,고궁,잡상,단청"
경복궁 첩종,http://tong.visitkorea.or.kr/cms2/website/29/2015329.jpg,서울특별시,"첩종,첩종의식,전통행사의식,전통행사,궁궐 호위군 사열의식,조선 호위군 비상사열,서울,경복궁,전통무예"
경복궁 향원정,http://tong.visitkorea.or.kr/cms2/website/95/918695.jpg,서울 경복궁,"경복궁,향원정,고궁,겨울"
경북_백두대간 협곡열차 V-Train,http://tong.visitkorea.or.kr/cms2/website/42/1801242.jpg,경상북도 봉화,"백두대간 협곡열차,기차여행,승부역"
경북_중부내륙 순환열차 O-Train,http://tong.visitkorea.or.kr/cms2/website/92/1812392.jpg,경상북도 ,"중부내륙 순환열차,기차여행"
경산서당,http://tong.visitkorea.or.kr/cms2/website/11/1087011.jpg,경상북도 경주 양동마을,"경산서당,경주양동마을,한옥,전통가옥,유네스코 세계문화유산"
경상감영공원,http://tong.visitkorea.or.kr/cms2/website/87/1732287.jpg,대구광역시,경상감영공원
경상남도 수목원,http://tong.visitkorea.or.kr/cms2/website/67/2614067.jpg,경상남도 진주시 이반성면,"경상남도 수목원,경상남도 진주시,도립수목원"
경안천습지생태공원,http://tong.visitkorea.or.kr/cms2/website/05/2612005.jpg,경기도 광주시 퇴촌면,"경안천습지생태공원,경기도 광주시,드론촬영,드론사진,항공촬영,산책로,산책길"
경암동 철길마을,http://tong.visitkorea.or.kr/cms2/website/49/2649149.jpg,전라북도 군산시 경암동,"경암동 철길마을,전라북도 군산시,체험관광지,이색거리"
경운동 민병옥 가옥,http://tong.visitkorea.or.kr/cms2/website/93/1442893.jpg,서울 종로,"경운동 민병옥 가옥,한옥"
경의선 장단역 증기기관차,http://tong.visitkorea.or.kr/cms2/website/60/1737060.jpg,경기도 파주,"경의선 장단역 증기기관차,임진각,DMZ관광"
경인아라뱃길,http://tong.visitkorea.or.kr/cms2/website/52/1768752.jpg,인천광역시,경인아라뱃길
경주 계림,http://tong.visitkorea.or.kr/cms2/website/41/977741.jpg,경상북도 경주,"계림 안내문,유네스코 세계문화유산"
경주 교촌마을,http://tong.visitkorea.or.kr/cms2/website/70/2595970.jpg,경상북도 경주시 교동,"경주 교촌마을,경상북도 경주시,교촌한옥마을,민속마을"
경주 남산 신선암 마애보살반가상,http://tong.visitkorea.or.kr/cms2/website/41/2513241.jpg,경상북도 경주시 남산동,"경주 남산 신선암 마애보살반가상,경상북도 경주시,보물 제199호,보살상,석불상"
경주 남산 전 염불사지 동서 삼층석탑,http://tong.visitkorea.or.kr/cms2/website/12/2513212.jpg,경상북도 경주시 남산동,"경주 남산 전 염불사지 동서 삼층석탑,경상북도 경주시"
경주 남산 칠불암 마애불상군,http://tong.visitkorea.or.kr/cms2/website/46/2513246.jpg,경상북도 경주시 남산동,"경주 남산 칠불암 마애불상군,경상북도 경주시,국보 제312호,칠불암 마애석불,석불상"
경주 동궁식물원,http://tong.visitkorea.or.kr/cms2/website/08/1908308.jpg,경상북도 경주시,"경주 동궁식물원,식물원,동궁원,온실,식물,경주시,경주,경상북도"
경주 동부사적지대,http://tong.visitkorea.or.kr/cms2/website/29/977629.jpg,경상북도 경주,"경주 동부사적지대,유네스코 세계문화유산"
경주 민속공예촌,http://tong.visitkorea.or.kr/cms2/website/60/1868560.jpg,경상북도 경주시,"경주 민속공예촌,경주유기공방"
경주 반월성,http://tong.visitkorea.or.kr/cms2/website/27/2005127.jpg,경상북도 경주,"경주 반월성,경주 월성,반월성,벚꽃,유적지,꽃,봄,경주여행,유채꽃,트랙터,풍경"
경주 배동 삼릉(경주 배리 삼릉),http://tong.visitkorea.or.kr/cms2/website/21/2519021.jpg,경상북도 경주시 배동,"경주 배동 삼릉(경주 배리 삼릉),경상북도 경주시,배리삼릉,사적 제219호,왕릉,능,무덤,묘,소나무,솔숲"
경주 버드파크,http://tong.visitkorea.or.kr/cms2/website/88/1907988.jpg,경상북도 경주시,"경주 버드파크,동궁원,경주동궁원,테마파크,경주,경주시,경상북도 경주시"
경주 블루원리조트,http://tong.visitkorea.or.kr/cms2/website/66/1916666.jpg,경상북도 경주시,"경주 블루원리조트,리조트,경상북도 경주시,경상북도경주시"
경주 석빙고,http://tong.visitkorea.or.kr/cms2/website/77/2595977.jpg,경상북도 경주시 인왕동,"경주 석빙고,경상북도 경주시,보물 제66호,얼음창고"
경주 성동시장,http://tong.visitkorea.or.kr/cms2/website/19/2005919.jpg,경상북도 경주,"경주 성동시장,성동시장,재래시장,전통시장,시장,경주,성동야시장"
경주 양남 주상절리군,http://tong.visitkorea.or.kr/cms2/website/12/2492612.jpg,경상북도 경주시 양남면,"경주 양남 주상절리군,경상북도 경주시,천연기념물 제536호,바다"
경주 양동마을 전경,http://tong.visitkorea.or.kr/cms2/website/19/2029219.jpg,경상북도 경주시,"2015 제43회 대한민국 관광사진 공모전,입선,경주 양동마을 전경,경상북도,경주,양동마을,전통마을,민속마을,한옥마을,한옥,전통가옥,중요민속자료 제189호"
경주 월성(반월성),http://tong.visitkorea.or.kr/cms2/website/88/2595988.jpg,경상북도 경주시 인왕동,"월정교,경상북도 경주시,사적 제16호,다리,교량"
경주 전경,http://tong.visitkorea.or.kr/cms2/website/47/2513247.jpg,경상북도 경주시,"경주 전경,경상북도 경주시,경주 남산 전경,경주시 전경"
경주 주상절리 전망대,http://tong.visitkorea.or.kr/cms2/website/93/2595993.jpg,경상북도 경주시 양남면,"경주 주상절리 전망대,경상북도 경주시,경주 양남 주상절리 전망대,경주 양남 주상절리군,천연기념물 제536호"
경주 중앙시장,http://tong.visitkorea.or.kr/cms2/website/51/2005951.jpg,경상북도 경주,"경주 중앙시장,중앙시장,경주 시장,시장,재래시장,전통시장,경주"
경주 최부자댁,http://tong.visitkorea.or.kr/cms2/website/07/2483407.jpg,경상북도 경주시 교동,"교동 최씨 고택,경상북도 경주시,중요민속문화재 제27호,경주 교촌,한옥마을,독립유공자 최준 선생 생가,유적,한옥,주택,경주 최부자댁,국가민속문화재 제27호"
경주 표암,http://tong.visitkorea.or.kr/cms2/website/79/2483379.jpg,경상북도 경주시 동천동,"경주 표암,경상북도 경주시,박바위,밝은바위,유적,한옥"
경주 현대호텔,http://tong.visitkorea.or.kr/cms2/website/77/1916677.jpg,경상북도 경주시,"경주 현대호텔,숙박,호텔,경상북도 경주시,경상북도경주시"
경주 화백컨벤션센터(하이코),http://tong.visitkorea.or.kr/cms2/website/36/2006136.jpg,경상북도 경주,"경주화백컨벤션센터,하이코,HICO,컨벤션센터,경주,야경"
경주 황남동 대형건물지,http://tong.visitkorea.or.kr/cms2/website/96/2595996.jpg,경상북도 경주시 황남동,"경주 황남동 대형건물지,경상북도 경주시,릉,고분,무덤,능"
경주 흥무로,http://tong.visitkorea.or.kr/cms2/website/91/1916691.jpg,경상북도 경주시,"경주 흥무로,벚꽃터널,벚꽃,봄,꽃,경상북도 경주시,경상북도경주시"
경주벚꽃마라톤대회,http://tong.visitkorea.or.kr/cms2/website/10/2545710.jpg,경상북도 경주시,"경주벚꽃마라톤대회,경상북도 경주시,드론촬영,드론사진,항공촬영,달리기,보문호"
경주보문관광단지,http://tong.visitkorea.or.kr/cms2/website/25/2637525.jpg,경상북도 경주시,"경주보문관광단지,경상북도 경주시,2019 상반기 기획사진,휴양단지,봄,벚꽃,벚나무, 경주세계문화엑스포공원,테마공원,경주타워,드론촬영,드론사진,항공촬영"
경주세계문화엑스포공원,http://tong.visitkorea.or.kr/cms2/website/85/2585685.jpg,경상북도 경주시 천군동,"경주세계문화엑스포공원,경상북도 경주시,2018 하반기 기획사진,테마공원,경주타워,가을,단풍,추경"
경주양남 주상절리,http://tong.visitkorea.or.kr/cms2/website/37/2005937.jpg,경상북도 경주,"주상절리,경주 주상절리,자연유산,천연기념물,바다,파도소리길"
경주양동마을,http://tong.visitkorea.or.kr/cms2/website/31/1908031.jpg,경상북도 경주시,"경주양동마을,양동마을,전통마을,민속마을,유네스코 세계문화유산,경주,경주시,경상북도 경주시"
경주역,http://tong.visitkorea.or.kr/cms2/website/02/1868702.jpg,경상북도 경주시,경주역
경주역사유적지구,http://tong.visitkorea.or.kr/cms2/website/07/2647207.jpg,경상북도 경주시,"경주역사유적지구,경상북도 경주시,2019 하반기 기획사진,유네스코 세계문화유산,유네스코 세계유산,가을,추경,단풍"
경주월드,http://tong.visitkorea.or.kr/cms2/website/99/2585699.jpg,경상북도 경주시 천군동,"경주월드,경상북도 경주시, 2018 하반기 기획사진,놀이공원,놀이동산"
경주월성,http://tong.visitkorea.or.kr/cms2/website/72/1627672.jpg,경상북도 경주,"경주월성,경주 유적지,유채꽃,봄"
경주최씨 종택,http://tong.visitkorea.or.kr/cms2/website/29/1733229.jpg,대구광역시,"경주최씨 종택,종가,옻골마을"
경주타워,http://tong.visitkorea.or.kr/cms2/website/57/2519057.jpg,경상북도 경주시 천군동,"경주타워 야경,경상북도 경주시,경주세계문화엑스포공원,가을,단풍,추경"
